,sentiment,news,sentiment_encoded,sentiment_transformer,sentiment_transformer_score,sent_trans_NEUTRAL_SCORE,combine
2704,neutral,We offer our customers solutions based on renewable raw materials .,1,POSITIVE,0.9981430768966675,,neutral
2705,neutral,"When dialing in , the participants should quote 877417 as conference ID .",1,NEGATIVE,0.9927940964698792,,neutral
2706,neutral,Work on the assignment has already started and is due for completion in spring 2011 .,1,POSITIVE,0.8327311277389526,neutral,neutral
2707,neutral,"Yesterday , Legrand issued its E300 million fixed rate deal maturing 2017 .",1,POSITIVE,0.9199235439300537,neutral,neutral
2708,neutral,Yvonne Jones is owner of Chameleon Interiors .,1,POSITIVE,0.9665641188621521,neutral,neutral
2709,neutral,ZAO YIT Moskovia builds housing in Moscow and its surrounding cities .,1,POSITIVE,0.9350197315216064,neutral,neutral
2710,neutral,"BAWAG - Is to issue a benchmark , covered deal .",1,NEGATIVE,0.9079365134239197,neutral,neutral
2711,neutral,"JVC will stop producing DVD players in Brazil : JVC do Brazil , a subsidiary of Japan 's JVC group announced it will stop the production of DVD players in Brazil .",1,NEGATIVE,0.9996157884597778,,neutral
2712,neutral,"Swedbank Hypotek - Is to issue a benchmark , fixed rate covered deal in Euros , maturing January 2010 .",1,NEGATIVE,0.6791368722915649,neutral,neutral
2713,neutral,"Argentine agricultural export company Calafate has tapped compatriot firm Finnegans for a software solution , the latter company said in a statement .",1,NEGATIVE,0.9292930960655212,neutral,neutral
2714,neutral,"Finnish printed circuit boards ( PCBs ) maker Aspocomp Group Oyj said on December 4 , 2006 it named Henry Gilchrist senior vice president of the group 's Asian operations , as of January 8 , 2007 .",1,POSITIVE,0.9850473403930664,neutral,neutral
2715,neutral,` Nordic infrastructure construction is one of our strategic growth areas .,1,POSITIVE,0.9996609687805176,,neutral
2716,neutral,` Pulp and paper industries are growing in countries like China and Russia .,1,POSITIVE,0.992993176,,neutral
2717,neutral,"` Sanoma is a buyer not a target , ' he said .",1,NEGATIVE,0.9972242116928101,,neutral
2718,neutral,"`` After the transaction , Tikkurila has no powder coatings-related operations , '' the company said .",1,NEGATIVE,0.9986190795898438,,neutral
2719,neutral,"`` If you need malware removal tools , type the URL of your vendor of choice directly into the browser bar and use links on their website , '' wrote Trend Micro 's Rik Ferguson on Monday .",1,NEGATIVE,0.9978721141815186,,neutral
2720,neutral,`` It wo n't happen overnight .,1,NEGATIVE,0.9952923059463501,,neutral
2721,neutral,`` Printed fabrics and related design expertise have always been the core of Marimekko 's business and brand .,1,POSITIVE,0.9987642765045166,,neutral
2722,neutral,`` Serving customers locally is one of the cornerstones of customer focus for us .,1,POSITIVE,0.9992665648460388,,neutral
2723,neutral,"`` We have become convinced that we can do that very quickly , '' he told Finnish business reporters .",1,NEGATIVE,0.9620839357376099,neutral,neutral
2724,neutral,`` We know there are some of our own people out there . '',1,POSITIVE,0.9783249497413635,neutral,neutral
2725,neutral,"+_lemiste City is the environment for a knowledge-based economy providing work for 3,300 people with the total turnover of its companies amounting to EEK 5.4 bn , '' said +_lo P+Ærnits , chairman of the supervisory board of +_lemiste City and Mainor .",1,POSITIVE,0.9859581589698792,neutral,neutral
2726,neutral,"19 May 2010 - Finnish company Lemminkainen Oyj ( HEL : LEM1S ) said today that it will construct an office building at Toolonlahti in downtown Helsinki , without disclosing financial details .",1,POSITIVE,0.9989280104637146,,neutral
2727,neutral,25 November 2010 - Finnish paints and coatings company Tikkurila Oyj ( HEL : TIK1V ) said today that Finnish state-owned investment company Solidium Oy sold its 14.7 % stake in the company for a total of EUR98m .,1,NEGATIVE,0.9949902892112732,,neutral
2728,neutral,26 January 2011 - Finnish software solutions provider Basware ( HEL : BAS1V ) said yesterday it adjusted its strategy and goals for the next four years with focus on international growth mainly via acquisitions .,1,NEGATIVE,0.9126416444778442,neutral,neutral
2729,neutral,26 November 2010 - Finnish sports-equipment maker Amer Sports Oyj ( HEL : AMEAS ) said today it has obtained a EUR30m Schuldschein note loan from a pool of international investors .,1,NEGATIVE,0.8983650803565979,neutral,neutral
2730,neutral,"3 January 2011 - Scandinavian lenders Sampo Bank ( HEL : SAMAS ) , Pohjola Bank ( HEL : POH1S ) and Svenska Handelsbanken ( STO : SHB A ) have provided a EUR160m ( USD213m ) line of credit to Lemminkainen Oyj ( HEL : LEM1S ) , the Finnish construction firm said on Friday .",1,NEGATIVE,0.9317096471786499,neutral,neutral
2731,negative,55 workers in +_m+_l will be affected by the close-down .,0,NEGATIVE,0.9977814555168152,,negative
2732,neutral,"A coker crane will be supplied to Tesoro Corporation 's Golden Eagle Refinery in Martinez , California , while a similar crane will be delivered to BP 's Castell refinery in Spain .",1,NEGATIVE,0.9938650727272034,,neutral
2733,neutral,A few employees would remain at the Oulu plant in support functions for other group units .,1,NEGATIVE,0.9868529438972473,neutral,neutral
2734,neutral,A huge issue for us is the button placement .,1,NEGATIVE,0.995383084,,neutral
2735,neutral,A merger between UPM and Finnish-Swedish Stora Enso is not likely either .,1,NEGATIVE,0.9983242154121399,,neutral
2736,neutral,A paper mill in the central Maine town of Madison soon will have a new owner .,1,POSITIVE,0.9822372794151306,neutral,neutral
2737,neutral,A total 30 % of the order value was booked in the fourth quarter of 2009 and the remainder will be booked in the second quarter of 2010 .,1,NEGATIVE,0.9833351373672485,neutral,neutral
2738,neutral,"A total of 131000 Talvivaara Mining Company Plc 's new shares were subscribed for during the period between May 1 , 2010 and June 30 , 2010 under the company 's stock option rights 2007A .",1,NEGATIVE,0.982086182,neutral,neutral
2739,neutral,"A total of 38,244 new Citycon shares with a nominal value of EUR 1.35 per share were subscribed on 19 April exercising the A-B-C options based on the company 's stock option plan 1999 .",1,NEGATIVE,0.9802373051643372,neutral,neutral
2740,neutral,"A total of 750,330 new Citycon shares with a nominal value of EUR 1.35 per share were subscribed in December exercising the A-B-C options based on the company 's stock option plan 1999 .",1,NEGATIVE,0.9870734214782715,neutral,neutral
2741,neutral,"ABN Amro Capital has agreed to sell its Helsinki-based designer homeware producer , Iittala Oyj , to crosstown consumer products group Fiskars Corp. , for EUR230 million to EUR235 million ( $ 310 million to $ 316 million ) .",1,NEGATIVE,0.973417342,neutral,neutral
2742,neutral,"According to preliminary information by the Finnish Forest Industries Federation , imports of roundwood to Finland increased to about 20 million m3 in 2005 , representing an increase of 15 % from 2004 .",1,POSITIVE,0.8365225791931152,neutral,neutral
2743,negative,Finland-based Stockmann Group has closed seven franchising sports stores Nike in Russia .,0,NEGATIVE,0.987659752,neutral,neutral
2744,neutral,"Finnish AC drives manufacturer Vacon is acquiring the AC drives business of TB Wood 's , part of the US group Altra Holdings .",1,POSITIVE,0.7794937491416931,neutral,neutral
2745,neutral,Finnish beverage company Olvi is one of the last listed companies in Finland that has not yet published its financial result for the second quarter of 2009 .,1,NEGATIVE,0.9970679879188538,,neutral
2746,neutral,Finnish department store group Stockmann is planning to acquire about EUR 141mn through a directed issue and a rights offering .,1,NEGATIVE,0.9802419543266296,neutral,neutral
2747,neutral,"Finnish Kemira Group 's CEO , Lasse Kurkilahti , says the Group 's structural reorganisation will continue for at least a year .",1,POSITIVE,0.9612092971801758,neutral,neutral
2748,neutral,Finnish power company Fortum reports 89 % of its electricity was generated without carbon dioxide emissions in 2007 .,1,NEGATIVE,0.912325919,neutral,neutral
2749,neutral,Finnish Rautaruukki 's engineering division Ruukki Engineering will re-organise its operations in the Mo i Rana plant in Norway .,1,NEGATIVE,0.9637218713760376,neutral,neutral
2750,neutral,Finnish stainless steel manufacturer Outokumpu in Degefors is planning to recruit new engineers in order to meet a retirement wave over the next few years .,1,NEGATIVE,0.7473667860031128,neutral,neutral
2751,neutral,"Finnish W+Ærtsil+Æ that provides power solutions for the marine and energy markets has opened a Service Centre in Murmansk , in Russia .",1,POSITIVE,0.9972302317619324,,neutral
2752,negative,"In Finland , Sampo Bank , now part of the Danske Bank group , will lay off staff from the administrative and support functions .",0,NEGATIVE,0.9982958436012268,,negative
2753,neutral,"Local government commissioner of +_m+_l , Kurt Svensson , says he will contact the management of Finnish company Componenta to find out if there are any alternatives to the company 's decision to close down its plant in +_m+_l .",1,NEGATIVE,0.9864728450775146,neutral,neutral
2754,neutral,"Private equity investor CapMan , the owner of Finnish Lumene cosmetics company , is planning to list Lumene .",1,NEGATIVE,0.9452236890792847,neutral,neutral
2755,negative,"Scanfil , a systems supplier and contract manufacturer to the communications sector , will give notice to 20 productional employees , and temporarily lay off 15 employees at the company 's plant in Sievi , in Finland .",0,NEGATIVE,0.9992223978042603,,negative
2756,negative,"Scanfil , a systems supplier and contract manufacturer to the communications sector , will start personnel negotiations in Oulu , in Finland , to lay off staff temporarily .",0,NEGATIVE,0.9964287877082825,,negative
2757,neutral,"Swedish engineering consultant firm Etteplan is to establish a unit in town Borl+Ænge , by the turn of the month March-April 2008 .",1,POSITIVE,0.9829853177070618,neutral,neutral
2758,neutral,"The Finnish investment company Sponda is conducting negotiations to acquire the business center Dukat Palace-2 located in the center of Moscow , from London & Regional Properties .",1,POSITIVE,0.9546334743499756,neutral,neutral
2759,neutral,"According to Finnish FIM Bank , Alpro 's price would be around EUR 100mn-150mn .",1,NEGATIVE,0.9928926229476929,,neutral
2760,neutral,"According to Heikkil+Æ , more than just `` refreshment and energy '' will soon be found in soft drinks also in Finland .",1,POSITIVE,0.9989883303642273,,neutral
2761,neutral,"According to HK Ruokatalo , almost all the meat used by the company comes from Finland .",1,NEGATIVE,0.8992659449577332,neutral,neutral
2762,neutral,"According to L+Ænnen Tehtaat 's CEO Matti Karppinen , the company aims to deliver fish products to its customers a day earlier than it currently does .",1,NEGATIVE,0.98392731,neutral,neutral
2763,neutral,"According to Olvi , the company is already negotiating new agreements .",1,NEGATIVE,0.9844529032707214,neutral,neutral
2764,neutral,"According to Saarioinen 's Managing Director Ilkka M+Ækel+Æ , the food industry sector has a significant excess of production machinery .",1,NEGATIVE,0.9963852167129517,,neutral
2765,neutral,According to the announcement of the Helsinki Stock Exchange the share of Sentera shall be delisted from the NM-list of the Helsinki Stock Exchange accordingly .,1,NEGATIVE,0.9987678527832031,,neutral
2766,neutral,Activities range from the development of natural resources to the retailed marketing of finished products .,1,POSITIVE,0.9878870248794556,neutral,neutral
2767,neutral,"Additionally , information on business segments , competitors and future outlook are provided .",1,POSITIVE,0.9970386028289795,,neutral
